rank,Youtuber,subscribers,video views,category,Title,uploads,Country,Abbreviation,channel_type,video_views_rank,country_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,created_year,created_month,created_date,Gross tertiary education enrollment (%),Population,Unemployment rate,Urban_population,Latitude,Longitude
903,Calon Sarjana,13000000,10664585,Entertainment,Calon Sarjana,29,Indonesia,ID,Entertainment,772571,31,166,2292000000,0,0,0,0,300000,2016,Jan,20,36.3,270203917,4.69,151509724,-0.789275,113.921327
904,Lofi Girl,13000000,1698279553,Music,Lofi Girl,409,France,FR,Music,6059,3,143,30471000,7600,121900,91400,1500000,100000,2015,Mar,18,65.6,67059887,8.43,54123364,46.227638,2.213749
905,Jomy Production,13000000,5057163256,Entertainment,SRK Edie soon,8,India,IN,nan,3686280,5227,nan,2,0,0.01,0.01,0.1,nan,2021,Mar,18,28.1,1366417754,5.36,471031528,20.593684,78.96288
906,GH'S,13000000,8739174649,Gaming,GH'S,510,South Korea,KR,Games,553,15,65,1081000000,270300,4300000,3200000,51900000,1000000,2020,Jul,7,94.3,51709098,4.15,42106719,35.907757,127.766922
907,JesseAndMike,13000000,9999238237,Entertainment,JesseAndMike,716,United States,US,Entertainment,440,170,166,41109000,10300,164400,123300,2000000,nan,2007,Apr,29,88.2,328239523,14.7,270663028,37.09024,-95.712891
908,Wolfoo Channel,13000000,301547793,nan,Wolfoo Channel,22,Pakistan,PK,People,4035874,3926,7638,590,0.15,2,2,28,8,2021,Aug,11,9,216565318,4.45,79927762,30.375321,69.345116
909,Susy Mouriz,13000000,6270909026,Entertainment,Susy Mouriz,1299,Mexico,MX,Entertainment,969,31,165,368437000,92100,1500000,1100000,17700000,600000,2017,Mar,18,40.2,126014024,3.42,102626859,23.634501,-102.552784
910,7 Minutoz,13000000,4349562794,Music,7 Minutoz,521,Brazil,BR,Music,1692,51,144,29526000,7400,118100,88600,1400000,nan,2012,Jun,4,51.3,212559417,12.08,183241641,-14.235004,-51.92528
911,The LaBrant Fam,13000000,4637474071,Comedy,The LaBrant Fam,612,United States,US,People,1557,170,57,42412000,0,0,0,0,nan,2012,Aug,24,88.2,328239523,14.7,270663028,37.09024,-95.712891
912,Pastor Ant�����,12900000,2112274210,People & Blogs,Pastor Ant�����,4712,Brazil,BR,People,4602,52,58,31796000,7900,127200,95400,1500000,100000,2013,Jan,19,51.3,212559417,12.08,183241641,-14.235004,-51.92528
913,Matheus Yurley,12900000,140022442,Entertainment,Matheus Yurley,69,Brazil,BR,Entertainment,93531,52,167,147626,37,591,443,7100,nan,2015,Jan,27,51.3,212559417,12.08,183241641,-14.235004,-51.92528
914,gymvirtual,12900000,2509752944,Sports,gymvirtual,1572,Spain,ES,Sports,3645,17,12,11993000,3000,48000,36000,575700,100000,2010,Nov,1,88.9,47076781,13.96,37927409,40.463667,-3.74922
915,BIBO�����,12900000,3178222797,Entertainment,BIBO�����,193,South Korea,KR,Entertainment,2649,16,167,4001000,1000,16000,12000,192100,nan,2016,Aug,8,94.3,51709098,4.15,42106719,35.907757,127.766922
916,Top Viral Talent,12900000,3643698504,Entertainment,Top Viral Talent,1598,United States,US,Entertainment,2177,171,167,29379000,7300,117500,88100,1400000,100000,2014,Jan,2,88.2,328239523,14.7,270663028,37.09024,-95.712891
917,Akon,12900000,6300933122,Music,Akon,39,United States,US,Music,976,171,145,91240000,22800,365000,273700,4400000,100000,2005,Nov,5,88.2,328239523,14.7,270663028,37.09024,-95.712891
918,AlArabiya �����,12900000,7520379951,People & Blogs,AlArabiya �����,169304,United Arab Emirates,AE,News,737,8,23,80219000,20100,320900,240700,3900000,100000,2006,Sep,19,36.8,9770529,2.35,8479744,23.424076,53.847818
919,Rauw Alejandro,12900000,11504090820,Music,Rauw Alejandro,168,nan,nan,Music,348,5,145,205548000,51400,822200,616600,9900000,100000,2014,Dec,11,nan,nan,nan,nan,nan,nan
920,EnriqueIglesiasVEVO,12900000,15446707595,Music,EnriqueIglesiasVEVO,137,United States,US,Music,210,171,145,75773000,18900,303100,227300,3600000,100000,2009,May,12,88.2,328239523,14.7,270663028,37.09024,-95.712891
921,�������� ���� ��������������,12900000,5585085130,Shows,�������� ���� ��������������,1255,Ukraine,UA,Entertainment,1164,6,166,71118000,17800,284500,213400,3400000,200000,2014,Jul,17,82.7,44385155,8.88,30835699,48.379433,31.16558
922,The Shiny Peanut,12900000,2848466522,Education,The Shiny Peanut,2337,Indonesia,ID,Entertainment,3109,32,167,837700,209,3400,2500,40200,nan,2016,Oct,26,36.3,270203917,4.69,151509724,-0.789275,113.921327
923,Talking Angela,12800000,3632438963,Entertainment,Talking Angela,233,United Kingdom,GB,Film,2184,31,45,27957000,7000,111800,83900,1300000,nan,2014,Sep,2,60,66834405,3.85,55908316,55.378051,-3.435973
924,Melon City Show - �����������,12800000,5863456698,Comedy,Melon City Show - ����������,1727,Iraq,IQ,Comedy,1087,2,40,35336000,8800,141300,106000,1700000,nan,2016,Jan,30,16.2,39309783,12.82,27783368,33.223191,43.679291
925,Duo Tiempo De Sol,12800000,6662288136,Music,Duo Tiempo De Sol,323,Spain,ES,Education,896,17,44,53988000,13500,216000,162000,2600000,100000,2013,Mar,26,88.9,47076781,13.96,37927409,40.463667,-3.74922
926,Troom Troom India,12800000,6804072897,Howto & Style,Troom Troom India,2385,nan,nan,Howto,873,nan,35,17270000,4300,69100,51800,829000,nan,2015,Apr,19,nan,nan,nan,nan,nan,nan
927,MrSuicideSheep,12800000,6970899521,Entertainment,MrSuicideSheep,3483,Canada,CA,Entertainment,842,13,168,18118000,4500,72500,54400,869600,nan,2010,Apr,9,68.9,36991981,5.56,30628482,56.130366,-106.346771
928,Adam W,12800000,9502983550,Comedy,Adam W,681,United States,US,Comedy,492,171,39,228951000,57200,915800,686900,11000000,200000,2015,Oct,4,88.2,328239523,14.7,270663028,37.09024,-95.712891
929,Right to Shiksha,12800000,7876740921,Education,Right to Shiksha,2044,India,IN,Education,670,120,45,213738000,53400,855000,641200,10300000,300000,2020,Apr,23,28.1,1366417754,5.36,471031528,20.593684,78.96288
930,Beyonc��,12800000,14185611472,Music,Beyonc��,168,United States,US,Music,250,172,146,89566000,22400,358300,268700,4300000,nan,2009,Sep,2,88.2,328239523,14.7,270663028,37.09024,-95.712891
931,FACT FIRE KING,12700000,1159290255,nan,FACT FIRE KING,782,India,IN,Games,9683,120,66,51291000,12800,205200,153900,2500000,500000,2020,Jul,29,28.1,1366417754,5.36,471031528,20.593684,78.96288
932,Ian Lucas,12700000,1450874545,Entertainment,Ian Lucas,50,nan,nan,Entertainment,4052208,nan,6682,48,0,0,0,0,8,2016,Apr,16,nan,nan,nan,nan,nan,nan
933,Franco Escamilla,12700000,4266957149,Comedy,Franco Escamilla,2483,Mexico,MX,Comedy,1740,32,41,77482000,19400,309900,232400,3700000,100000,2007,Oct,19,40.2,126014024,3.42,102626859,23.634501,-102.552784
934,Adexe & Nau,12700000,4579773883,Music,Adexe & Nau,594,Spain,ES,Music,1563,18,147,10083000,2500,40300,30200,484000,nan,2013,Dec,22,88.9,47076781,13.96,37927409,40.463667,-3.74922
935,Diana and Roma IND,12700000,5567832210,nan,Diana and Roma IND,534,United States,US,Entertainment,1173,173,169,46602000,11700,186400,139800,2200000,100000,2019,Nov,7,88.2,328239523,14.7,270663028,37.09024,-95.712891
936,Jass Records,12700000,5958994201,Music,JassRecords,1,nan,nan,Music,4056853,nan,5789,1,0,0,0,0.05,nan,2012,Feb,10,nan,nan,nan,nan,nan,nan
937,Future,12700000,9927699419,Music,Future AMV's,119,United States,US,Film,270216,1944,1473,472367,118,1900,1400,22700,1000,2020,Nov,7,88.2,328239523,14.7,270663028,37.09024,-95.712891
938,YoungBoy Never Broke Again,12700000,13174393401,Entertainment,YoungBoy Never Broke Again,142,United States,US,Music,279,173,147,169968000,42500,679900,509900,8200000,100000,2015,Jan,4,88.2,328239523,14.7,270663028,37.09024,-95.712891
939,Blossom,12700000,4733873025,Howto & Style,Blossom,812,United States,US,Howto,1472,173,36,43868000,11000,175500,131600,2100000,100000,2017,Jun,1,88.2,328239523,14.7,270663028,37.09024,-95.712891
940,#Ref����,12700000,2709954270,Entertainment,#Refugio Mental,846,nan,nan,Entertainment,2218,nan,155,6942000,1700,27800,20800,333200,nan,2013,Aug,10,nan,nan,nan,nan,nan,nan
941,Piuzinho,12700000,1081285962,Gaming,Piuzinho,504,Brazil,BR,Games,10642,53,67,3619000,905,14500,10900,173700,nan,2015,May,13,51.3,212559417,12.08,183241641,-14.235004,-51.92528
942,Heidi y Zidane,12700000,6001189018,nan,Heidi y Zidane,600,United States,US,People,1052,173,60,16117000,4000,64500,48400,773600,nan,2019,Dec,2,88.2,328239523,14.7,270663028,37.09024,-95.712891
943,Go Ami Go!,12700000,1714955279,People & Blogs,Go Ami Go!,252,Colombia,CO,People,5821,11,57,327600000,81900,1300000,982800,15700000,1500000,2015,Dec,3,55.3,50339443,9.71,40827302,4.570868,-74.297333
944,Morgz,12600000,3303595310,Gaming,Morgz,825,United Kingdom,GB,Entertainment,2491,32,170,58838000,14700,235400,176500,2800000,100000,2014,Jun,10,60,66834405,3.85,55908316,55.378051,-3.435973
945,CaseyNeistat,12600000,3152402405,People & Blogs,CaseyNeistat,1101,United States,US,People,2681,174,61,5952000,1500,23800,17900,285700,100000,2010,Feb,15,88.2,328239523,14.7,270663028,37.09024,-95.712891
946,���������SULGI,12600000,3485373675,People & Blogs,���������SULGI,683,South Korea,KR,People,2313,17,61,113132000,28300,452500,339400,5400000,300000,2012,Nov,5,94.3,51709098,4.15,42106719,35.907757,127.766922
947,NickiMinajAtVEVO,12600000,8831179714,Music,NickiMinajAtVEVO,99,United States,US,Music,557,174,148,35027000,8800,140100,105100,1700000,nan,2010,Apr,1,88.2,328239523,14.7,270663028,37.09024,-95.712891
948,Ellie Goulding,12600000,6969178081,Music,Ellie Goulding,218,United Kingdom,GB,Music,841,32,148,36681000,9200,146700,110000,1800000,nan,2007,Jan,29,60,66834405,3.85,55908316,55.378051,-3.435973
949,colinfurze,12500000,1612094871,Entertainment,colinfurze,385,United Kingdom,GB,Entertainment,6487,33,171,8482000,2100,33900,25400,407200,nan,2006,Nov,15,60,66834405,3.85,55908316,55.378051,-3.435973
950,People Vs Food,12500000,1136534702,Entertainment,People Vs Food,601,United States,US,Entertainment,9980,175,171,15340000,3800,61400,46000,736300,nan,2013,Jul,30,88.2,328239523,14.7,270663028,37.09024,-95.712891
951,Wolfoo Family,12500000,161254021,nan,Wolfoo Family,61,United States,US,Film,81750,175,46,757789000,0,0,0,0,nan,2019,Oct,21,88.2,328239523,14.7,270663028,37.09024,-95.712891
952,Ja Mill,12500000,1302818088,People & Blogs,jamill,0,nan,nan,nan,4048879,nan,nan,nan,0,0,0,0,nan,2006,Feb,22,nan,nan,nan,nan,nan,nan
953,Health Time,12500000,1002219689,Howto & Style,Health Time,1810,India,IN,People,11667,123,62,1395000,349,5600,4200,66900,nan,2016,Sep,25,28.1,1366417754,5.36,471031528,20.593684,78.96288
954,Yair17,12500000,1402042328,Gaming,Yair17,1109,Mexico,MX,Games,7741,33,68,8869000,2200,35500,26600,425700,nan,2014,Jan,22,40.2,126014024,3.42,102626859,23.634501,-102.552784
955,Little Baby Bum en Espa��,12500000,6956320454,Education,Little Baby Bum en Espa��,1459,Spain,ES,Education,843,19,46,16319000,4100,65300,49000,783300,nan,2014,Jun,6,88.9,47076781,13.96,37927409,40.463667,-3.74922
956,First We Feast,12500000,2983799729,Howto & Style,First We Feast,1076,United States,US,Entertainment,2892,175,171,111252000,27800,445000,333800,5300000,200000,2014,Feb,28,88.2,328239523,14.7,270663028,37.09024,-95.712891
957,M����,12500000,3140883140,Travel & Events,M����,766,Mexico,MX,Entertainment,2691,33,171,31007000,7800,124000,93000,1500000,nan,2015,Jul,6,40.2,126014024,3.42,102626859,23.634501,-102.552784
958,Bebefinn - Nursery Rhymes & Kids Songs,12500000,4163639093,nan,Bebefinn - Nursery Rhymes & Kids Songs,322,United States,US,Entertainment,1794,175,171,565459000,0,0,0,0,500000,2022,Mar,30,88.2,328239523,14.7,270663028,37.09024,-95.712891
959,Troom Troom PT,12500000,4384177908,Howto & Style,Troom Troom PT,2738,nan,nan,Howto,1667,nan,37,13501000,3400,54000,40500,648100,nan,2015,Apr,19,nan,nan,nan,nan,nan,nan
960,Parafernalha,12500000,4625777945,Entertainment,Parafernalha,1888,Brazil,BR,Entertainment,1532,54,171,7158000,1800,28600,21500,343600,nan,2011,May,13,51.3,212559417,12.08,183241641,-14.235004,-51.92528
961,NDTV,12500000,4935793409,Entertainment,NDTV,151136,India,IN,News,1395,123,24,58527000,14600,234100,175600,2800000,100000,2006,May,8,28.1,1366417754,5.36,471031528,20.593684,78.96288
962,elcarteldesantatv,12500000,7489455451,Music,elcarteldesantatv,377,Mexico,MX,Entertainment,743,33,171,115881000,29000,463500,347600,5600000,100000,2008,Nov,27,40.2,126014024,3.42,102626859,23.634501,-102.552784
963,Family Fitness,12500000,10384848759,Entertainment,Family Fitness,1699,India,IN,Entertainment,413,123,171,235715000,58900,942900,707100,11300000,400000,2017,Jan,18,28.1,1366417754,5.36,471031528,20.593684,78.96288
964,Zee Tamil,12500000,11552190002,Entertainment,Zee Tamil,102699,India,IN,Entertainment,342,123,171,349940000,87500,1400000,1000000,16800000,200000,2008,Aug,26,28.1,1366417754,5.36,471031528,20.593684,78.96288
965,Flowers Comedy,12500000,11691081301,Entertainment,Flowers Comedy,11907,India,IN,Entertainment,337,122,170,180021000,45000,720100,540100,8600000,100000,2015,Aug,19,28.1,1366417754,5.36,471031528,20.593684,78.96288
966,Mundo Bita,12500000,16690788752,Music,Mundo Bita,253,Brazil,BR,Music,171,54,149,213700000,53400,854800,641100,10300000,100000,2011,Sep,29,51.3,212559417,12.08,183241641,-14.235004,-51.92528
967,Wave Music Bhakti,12500000,5146004207,Music,Wave Music Bhakti,19899,India,IN,Music,1299,123,149,11079000,2800,44300,33200,531800,nan,2011,Apr,19,28.1,1366417754,5.36,471031528,20.593684,78.96288
968,Troom Troom Indonesia,12500000,5379684248,People & Blogs,TROOM TROOM INDONESIA,8,nan,nan,People,4057418,nan,7712,1,0,0,0,0.05,nan,2020,Jul,29,nan,nan,nan,nan,nan,nan
969,CKM,12500000,4465772496,Comedy,CKM,117,India,IN,Comedy,1621,123,42,13142000,3300,52600,39400,630800,nan,2018,Feb,20,28.1,1366417754,5.36,471031528,20.593684,78.96288
970,Quantum Tech HD,12500000,4340213066,Science & Technology,Mr_Mughall Gaming,223,Pakistan,PK,nan,3956586,3554,nan,8721,2,35,26,419,32,2022,Apr,23,9,216565318,4.45,79927762,30.375321,69.345116
971,_vector_,12400000,7597013023,Comedy,_vector_,398,United States,US,Comedy,720,176,43,903672000,225900,3600000,2700000,43400000,1200000,2019,Mar,24,88.2,328239523,14.7,270663028,37.09024,-95.712891
972,DEV Ke Facts,12400000,1971226335,nan,DEV Ke Facts,218,India,IN,Education,5034,124,47,273670000,68400,1100000,821000,13100000,600000,2012,Sep,29,28.1,1366417754,5.36,471031528,20.593684,78.96288
973,Hero Movies 2023,12400000,1689090619,People & Blogs,Hero Movies 2023,689,nan,nan,People,6116,nan,63,21837000,5500,87300,65500,1000000,nan,2017,Feb,22,nan,nan,nan,nan,nan,nan
974,LOUD,12400000,2394143260,Gaming,WatchLOUD,690,United States,US,Entertainment,186431,1795,1759,27596,7,110,83,1300,nan,2006,Jan,4,88.2,328239523,14.7,270663028,37.09024,-95.712891
975,Gibby :),12400000,2862685032,People & Blogs,Gibby :),226,Mexico,MX,People,3087,34,63,10278000,2600,41100,30800,493300,nan,2014,Aug,30,40.2,126014024,3.42,102626859,23.634501,-102.552784
976,Gustavo Par��,12400000,2602614088,Comedy,GustavoParodias,9,Brazil,BR,Comedy,4050768,5075,4894,nan,0,0,0,0,nan,2010,Aug,24,51.3,212559417,12.08,183241641,-14.235004,-51.92528
977,SAAIHALILINTAR,12400000,1113066203,Entertainment,SAAIHALILINTAR,409,Indonesia,ID,Entertainment,10271,34,172,806075,202,3200,2400,38700,nan,2012,Apr,28,36.3,270203917,4.69,151509724,-0.789275,113.921327
978,Timba Vk,12400000,2840137980,Gaming,Timba Vk,1024,Spain,ES,Games,3116,19,68,24022000,6000,96100,72100,1200000,100000,2012,Jun,16,88.9,47076781,13.96,37927409,40.463667,-3.74922
979,Heidi and Zidane HZHtube,12400000,4021409291,Entertainment,Heidi and Zidane HZHtube,813,Canada,CA,Entertainment,1900,14,172,9595000,2400,38400,28800,460600,nan,2015,Nov,24,68.9,36991981,5.56,30628482,56.130366,-106.346771
980,DaniRep | +6 V�����������,12400000,6933660906,Gaming,DaniRep | +6 V�����������,12419,Spain,ES,Games,847,19,68,82648000,20700,330600,247900,4000000,100000,2012,Oct,29,88.9,47076781,13.96,37927409,40.463667,-3.74922
981,Zee Kids,12400000,7683670251,Film & Animation,Zee Kids,1212,India,IN,Entertainment,709,124,172,95163000,23800,380700,285500,4600000,100000,2012,Jul,6,28.1,1366417754,5.36,471031528,20.593684,78.96288
982,Pari's Lifestyle,12400000,7741764747,People & Blogs,Pari's Lifestyle,459,India,IN,People,702,124,63,38165000,9500,152700,114500,1800000,nan,2018,Nov,26,28.1,1366417754,5.36,471031528,20.593684,78.96288
983,DisneyChannelUK,12400000,12607488647,Music,DisneyChannelUK,4422,United Kingdom,GB,Entertainment,306,34,172,34758000,8700,139000,104300,1700000,nan,2007,Dec,6,60,66834405,3.85,55908316,55.378051,-3.435973
984,MoniLina,12400000,16086808918,Comedy,MoniLinaFamily,0,United States,US,People,4057944,2774,2499,nan,0,0,0,0,100,2016,May,10,88.2,328239523,14.7,270663028,37.09024,-95.712891
985,bharatzkitchen HINDI,12400000,2315226648,Howto & Style,bharatzkitchen HINDI,729,India,IN,Howto,4042,124,38,30968000,7700,123900,92900,1500000,100000,2016,Aug,10,28.1,1366417754,5.36,471031528,20.593684,78.96288
986,TKOR,12400000,3392022527,Education,TKoR,0,nan,nan,People,4057944,nan,7741,nan,0,0,0,0,nan,2006,Aug,16,nan,nan,nan,nan,nan,nan
987,ANNA KOVA,12400000,13959586308,People & Blogs,annakova,1,nan,nan,Film,4049634,nan,5307,2,0,0.01,0.01,0.1,nan,2006,Jun,18,nan,nan,nan,nan,nan,nan
988,Avril Lavigne,12400000,6202090191,Music,Avril Lavigne,205,United States,US,Music,999,176,150,50188000,12500,200800,150600,2400000,nan,2005,Oct,8,88.2,328239523,14.7,270663028,37.09024,-95.712891
989,Caylus,12400000,4779139505,Education,Caylus,1340,United States,US,Games,1442,175,68,177600000,44400,710400,532800,8500000,400000,2016,Apr,6,88.2,328239523,14.7,270663028,37.09024,-95.712891
990,Migos ATL,12400000,6993406259,Music,Migos ATL,99,United States,US,Entertainment,833,175,171,49412000,12400,197600,148200,2400000,100000,2012,Jan,17,88.2,328239523,14.7,270663028,37.09024,-95.712891
991,Natan por A�,12300000,9029609749,Sports,Natan por A�,1200,Brazil,BR,Entertainment,525,55,172,552513000,138100,2200000,1700000,26500000,700000,2017,Feb,12,51.3,212559417,12.08,183241641,-14.235004,-51.92528
992,Free Fire India Official,12300000,1674409945,People & Blogs,Free Fire India Official,1500,India,IN,Games,6141,125,69,64735000,16200,258900,194200,3100000,300000,2018,Sep,14,28.1,1366417754,5.36,471031528,20.593684,78.96288
993,Panda,12300000,2214684303,nan,HybridPanda,2452,United Kingdom,GB,Games,129005,867,1202,67035,17,268,201,3200,1000,2006,Sep,11,60,66834405,3.85,55908316,55.378051,-3.435973
994,RobTopGames,12300000,374123483,Gaming,RobTopGames,39,Sweden,SE,Games,35112,4,69,3871000,968,15500,11600,185800,100000,2012,May,9,67,10285453,6.48,9021165,60.128161,18.643501
995,Make Joke Of,12300000,2129773714,Comedy,Make Joke Of,62,India,IN,Comedy,4568,125,44,24000000,6000,96000,72000,1200000,100000,2017,Aug,1,28.1,1366417754,5.36,471031528,20.593684,78.96288
